书名,地址,作者,出版社,出版日期,价格,评分,评价
温柔的夜,三毛 , 北京十月文艺出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
麦琪的礼物,[美] 欧·亨利 , 上海社会科学院出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
渴望生活,[美] 欧文·斯通 , 北京十月文艺出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
半生缘,张爱玲 , 北京十月文艺出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
阿勒泰的角落,李娟 , 万卷出版公司 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
尼罗河上的惨案,[英] 阿加莎·克里斯蒂 , 人民文学出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
四世同堂,老舍 , 北京十月文艺出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
万物有灵且美,[英] 吉米·哈利 , 中国城市出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
霸王别姬,李碧华 , 人民文学出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
天朝的崩溃,茅海建 , 生活·读书·新知三联书店 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
民主的细节,刘瑜 , 上海三联书店 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
总统是靠不住的,林达 , 生活·读书·新知三联书店 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
德米安,[德] 赫尔曼·黑塞 , 上海人民出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
最好的我们,八月长安 , 湖南文艺出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
受戒,汪曾祺 , 漓江出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
小径分岔的花园,[阿根廷] 豪·路·博尔赫斯 , 上海译文出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
